# name	cardType	attribute	monsterType	monsterAbility	type	level	attack	defense	lpendulum	rpendulum	spellType	trapType
Blade Skater	Monster	Earth	Normal	None	Warrior	4	1400	1500	0	0	None	None
Blast Asmodian	Monster	Fire	Effect	None	Fiend	2	1000	300	0	0	None	None
Blast Juggler	Monster	Fire	Effect	None	Machine	3	800	900	0	0	None	None
Blast Magician	Monster	Fire	Effect	None	Spellcaster	4	1400	1700	0	0	None	None
Blast Sphere	Monster	Dark	Effect	None	Machine	4	1400	1400	0	0	None	None
Blazewing Butterfly	Monster	Fire	Effect	Gemini	Insect	4	1500	1500	0	0	None	None
Blazing Hiita	Monster	Fire	Effect	None	Spellcaster	4	800	1500	0	0	None	None
Blazing Inpachi	Monster	Fire	Normal	None	Pyro	4	1850	0	0	0	None	None
Blindly Loyal Goblin	Monster	Earth	Effect	None	Warrior	4	1800	1500	0	0	None	None
Blizzard Dragon	Monster	Water	Effect	None	Dragon	4	1800	1000	0	0	None	None
Blizzard Princess	Monster	Water	Effect	None	Spellcaster	8	2800	2100	0	0	None	None
Blizzard Warrior	Monster	Water	Effect	None	Warrior	3	1400	400	0	0	None	None
Blizzed, Defender of the Ice Barrier	Monster	Water	Effect	None	Aqua	1	300	500	0	0	None	None
Blocker	Monster	Dark	Normal	None	Machine	4	850	1800	0	0	None	None
Blockman	Monster	Earth	Effect	None	Rock	4	1000	1500	0	0	None	None
Blood Mefist	Monster	Dark	Synchro	Effect	Fiend	8	2800	1300	0	0	None	None
Blood Sucker	Monster	Dark	Effect	None	Zombie	4	1300	1500	0	0	None	None
Blowback Dragon	Monster	Dark	Effect	None	Machine	6	2300	1200	0	0	None	None
Blue-Blooded Oni	Monster	Dark	Effect	None	Zombie	4	1000	1700	0	0	None	None
Blue-Eyes Toon Dragon	Monster	Light	Effect	Toon	Dragon	8	3000	2500	0	0	None	None
Blue-Eyes Shining Dragon	Monster	Light	Effect	None	Dragon	10	3000	2500	0	0	None	None
Blue-Eyes Ultimate Dragon	Monster	Light	Fusion	None	Dragon	12	4500	3800	0	0	None	None
Blue-Eyes White Dragon	Monster	Light	Normal	None	Dragon	8	3000	2500	0	0	None	None
Blue Rose Dragon	Monster	Dark	Effect	None	Dragon	4	1600	1200	0	0	None	None
Blue Thunder T-45	Monster	Light	Effect	None	Machine	4	1700	1000	0	0	None	None
Blue-Winged Crown	Monster	Wind	Normal	None	WingedBeast	4	1600	1200	0	0	None	None
Boar Soldier	Monster	Earth	Effect	None	BeastWarrior	4	2000	500	0	0	None	None
Bokoichi the Freightening Car	Monster	Dark	Normal	None	Machine	2	500	500	0	0	None	None
Bombardment Beetle	Monster	Wind	Effect	None	Insect	2	400	900	0	0	None	None
Bone Crusher	Monster	Earth	Effect	None	Zombie	4	1600	200	0	0	None	None
Boneheimer	Monster	Water	Normal	None	Aqua	3	850	400	0	0	None	None
Boost Warrior	Monster	Fire	Effect	None	Warrior	1	300	200	0	0	None	None
Boot-Up Soldier - Dread Dynamo	Monster	Earth	Effect	None	Machine	4	0	2000	0	0	None	None
Botanical Girl	Monster	Water	Effect	None	Plant	3	1300	1100	0	0	None	None
Botanical Lion	Monster	Earth	Effect	None	Plant	4	1600	2000	0	0	None	None
Bottom Dweller	Monster	Water	Normal	None	Fish	5	1650	1700	0	0	None	None
Bountiful Artemis	Monster	Light	Effect	None	Fairy	4	1600	1700	0	0	None	None
Bowganian	Monster	Dark	Effect	None	Machine	3	1300	1000	0	0	None	None
Brain Crusher	Monster	Dark	Effect	None	Insect	7	2400	1500	0	0	None	None
Brain Golem	Monster	Dark	Effect	None	Fiend	6	2500	1800	0	0	None	None
Brain Jacker	Monster	Dark	Effect	None	Fiend	2	200	900	0	0	None	None
Breaker the Magical Warrior	Monster	Dark	Effect	None	Spellcaster	4	1600	1000	0	0	None	None
Bri Synchron	Monster	Earth	Effect	Tuner	Machine	4	1500	1100	0	0	None	None
Brionac, Dragon of the Ice Barrier	Monster	Water	Synchro	Effect	SeaSerpent	6	2300	1400	0	0	None	None
Broww, Huntsman of Dark World	Monster	Dark	Effect	None	Fiend	3	1400	800	0	0	None	None
Brron, Mad King of Dark World	Monster	Dark	Effect	None	Fiend	4	1800	400	0	0	None	None
Bubonic Vermin	Monster	Earth	Effect	None	Beast	3	900	600	0	0	None	None
Bunilla	Monster	Earth	Normal	None	Beast	1	150	2050	0	0	None	None
Burglar	Monster	Earth	Normal	None	Beast	3	850	800	0	0	None	None
Burning Algae	Monster	Fire	Effect	None	Pyro	3	500	1500	0	0	None	None
Burning Beast	Monster	Fire	Effect	Union	Pyro	4	1500	1000	0	0	None	None
Burning Skull Head	Monster	Fire	Effect	None	Zombie	3	1000	800	0	0	None	None
Buster Blader	Monster	Earth	Effect	None	Warrior	7	2600	2300	0	0	None	None
Buster Blaster	Monster	Earth	Effect	Union	Machine	1	0	0	0	0	None	None
Byser Shock	Monster	Dark	Effect	None	Fiend	5	800	600	0	0	None	None
Caam, Serenity of Gusto	Monster	Wind	Effect	None	Psychic	4	1700	1100	0	0	None	None
Cactus Bouncer	Monster	Earth	Effect	None	Plant	4	1800	300	0	0	None	None
Cactus Fighter	Monster	Earth	Effect	None	Plant	4	1900	400	0	0	None	None
Caius the Shadow Monarch	Monster	Dark	Effect	None	Fiend	6	2400	1000	0	0	None	None
Cannon Soldier	Monster	Dark	Effect	None	Machine	4	1400	1300	0	0	None	None
Cannon Soldier MK-2	Monster	Earth	Effect	None	Machine	5	1900	1200	0	0	None	None
Cannonball Spear Shellfish	Monster	Water	Effect	None	Aqua	2	1000	1000	0	0	None	None
Caravan of the Ice Barrier	Monster	Water	Effect	None	SeaSerpent	1	500	200	0	0	None	None
Card Blocker	Monster	Earth	Effect	None	Warrior	3	400	400	0	0	None	None
Card Breaker	Monster	Light	Effect	None	Warrior	2	100	900	0	0	None	None
Card Ejector	Monster	Earth	Effect	None	Spellcaster	3	400	400	0	0	None	None
Card Guard	Monster	Dark	Effect	None	Fiend	4	1600	500	0	0	None	None
Card Trooper	Monster	Earth	Effect	None	Machine	3	400	400	0	0	None	None
Carrierroid	Monster	Water	Effect	None	Machine	4	1000	800	0	0	None	None
Castle Gate	Monster	Earth	Effect	None	Rock	6	0	2400	0	0	None	None
Castle of Dark Illusions	Monster	Dark	Effect	None	Fiend	4	920	1930	0	0	None	None
Catapult Turtle	Monster	Water	Effect	None	Aqua	5	1000	2000	0	0	None	None
Catnipped Kitty	Monster	Earth	Effect	None	Beast	2	0	500	0	0	None	None
Catoblepas and the Witch of Fate	Monster	Earth	Effect	None	Spellcaster	4	1800	0	0	0	None	None
Cat's Ear Tribe	Monster	Earth	Effect	None	BeastWarrior	1	200	100	0	0	None	None
Cave Dragon	Monster	Wind	Effect	None	Dragon	4	2000	100	0	0	None	None
Celestia, Lightsworn Angel	Monster	Light	Effect	None	Fairy	5	2300	200	0	0	None	None
Celtic Guardian	Monster	Earth	Normal	None	Warrior	4	1400	1200	0	0	None	None
Ceremonial Bell	Monster	Light	Effect	None	Spellcaster	3	0	1850	0	0	None	None
Ceruli, Guru of Dark World	Monster	Dark	Effect	None	Fiend	1	100	300	0	0	None	None
Chain Dog	Monster	Earth	Effect	None	Beast	4	1600	1100	0	0	None	None
Chain Thrasher	Monster	Wind	Effect	None	Warrior	4	1000	600	0	0	None	None
Chainsaw Insect	Monster	Earth	Effect	None	Insect	4	2400	0	0	0	None	None
Chamberlain of the Six Samurai	Monster	Earth	Normal	None	Warrior	3	200	2000	0	0	None	None
Changer Synchron	Monster	Dark	Effect	Tuner	Machine	2	0	0	0	0	None	None
Chaos Command Magician	Monster	Light	Effect	None	Spellcaster	6	2400	1900	0	0	None	None
Chaos Emperor Dragon - Envoy of the End	Monster	Dark	Effect	None	Dragon	8	3000	2500	0	0	None	None
Chaos-End Master	Monster	Light	Effect	Tuner	Warrior	3	1500	1000	0	0	None	None
Chaos Goddess	Monster	Light	Synchro	Effect	Fairy	8	2500	1800	0	0	None	None
Chaos Hunter	Monster	Dark	Effect	None	Fiend	7	2500	1600	0	0	None	None
Chaos King Archfiend	Monster	Dark	Synchro	Effect	Fiend	7	2600	2600	0	0	None	None
Chaos Necromancer	Monster	Dark	Effect	None	Fiend	1	0	0	0	0	None	None
Chaos Sorcerer	Monster	Dark	Effect	None	Spellcaster	6	2300	2000	0	0	None	None
Chaosrider Gustaph	Monster	Wind	Effect	None	Warrior	4	1400	1500	0	0	None	None
Charcoal Inpachi	Monster	Fire	Normal	None	Pyro	1	100	2100	0	0	None	None
Charm of Shabti	Monster	Earth	Effect	None	Rock	1	10	100	0	0	None	None
Charubin the Fire Knight	Monster	Fire	Fusion	None	Pyro	3	1100	800	0	0	None	None
Cherry Inmato	Monster	Dark	Effect	Tuner	Plant	2	700	400	0	0	None	None
Chevalier de Fleur	Monster	Wind	Synchro	Effect	Warrior	8	2700	2300	0	0	None	None
Chimaera, the Master of Beasts	Monster	Light	Effect	None	Beast	9	3000	3000	0	0	None	None
Chimera the Flying Mythical Beast	Monster	Wind	Fusion	Effect	Beast	6	2100	1800	0	0	None	None
Chimeratech Fortress Dragon	Monster	Dark	Fusion	Effect	Machine	8	0	0	0	0	None	None
Chimeratech Overdragon	Monster	Dark	Fusion	Effect	Machine	9	0	0	0	0	None	None
Chiron the Mage	Monster	Earth	Effect	None	BeastWarrior	4	1800	1000	0	0	None	None
Chopman the Desperate Outlaw	Monster	Dark	Effect	None	Zombie	3	1100	500	0	0	None	None
Chrysalis Chicky	Monster	Wind	Effect	None	WingedBeast	2	600	400	0	0	None	None
Chrysalis Dolphin	Monster	Water	Effect	None	Fish	2	400	600	0	0	None	None
Chrysalis Larva	Monster	Fire	Effect	None	Insect	2	300	300	0	0	None	None
Chrysalis Mole	Monster	Earth	Effect	None	Rock	2	700	100	0	0	None	None
Chrysalis Pantail	Monster	Dark	Effect	None	Beast	2	800	300	0	0	None	None
Chrysalis Pinny	Monster	Light	Effect	None	Plant	2	100	700	0	0	None	None
Chthonian Emperor Dragon	Monster	Fire	Effect	Gemini	Dragon	6	2400	1500	0	0	None	None
Chthonian Soldier	Monster	Dark	Effect	None	Warrior	4	1200	1400	0	0	None	None
Chu-Ske the Mouse Fighter	Monster	Earth	Normal	None	Beast	3	1200	0	0	0	None	None
Claw Reacher	Monster	Dark	Normal	None	Fiend	3	1000	800	0	0	None	None
Clear Vice Dragon	Monster	Dark	Effect	None	Dragon	8	0	0	0	0	None	None
Cliff the Trap Remover	Monster	Dark	Effect	None	Warrior	3	1200	1000	0	0	None	None
Clock Resonator	Monster	Earth	Effect	Tuner	Fiend	3	1200	600	0	0	None	None
Cloudian - Acid Cloud	Monster	Water	Effect	None	Fairy	4	500	0	0	0	None	None
Cloudian - Altus	Monster	Water	Effect	None	Fairy	4	1300	0	0	0	None	None
Cloudian - Cirrostratus	Monster	Water	Effect	None	Fairy	4	900	0	0	0	None	None
Cloudian - Eye of the Typhoon	Monster	Wind	Effect	None	Aqua	8	3000	1000	0	0	None	None
Cloudian - Ghost Fog	Monster	Water	Effect	None	Fiend	1	0	0	0	0	None	None
Cloudian - Nimbusman	Monster	Water	Effect	None	Fairy	5	1000	1000	0	0	None	None
Cloudian - Poison Cloud	Monster	Water	Effect	None	Fiend	3	0	1000	0	0	None	None
Cloudian - Sheep Cloud	Monster	Water	Effect	None	Fairy	1	0	0	0	0	None	None
Cloudian - Smoke Ball	Monster	Water	Normal	None	Fairy	1	200	600	0	0	None	None
Cloudian - Storm Dragon	Monster	Water	Effect	None	Fairy	4	1000	0	0	0	None	None
Cloudian - Turbulence	Monster	Water	Effect	None	Fairy	4	800	0	0	0	None	None
Clown Zombie	Monster	Dark	Normal	None	Zombie	2	1350	0	0	0	None	None
Coach Goblin	Monster	Earth	Effect	None	Fiend	4	1200	1500	0	0	None	None
Cobra Jar	Monster	Earth	Effect	None	Reptile	2	600	300	0	0	None	None
Cobraman Sakuzy	Monster	Earth	Effect	None	Reptile	3	800	1400	0	0	None	None
Cockroach Knight	Monster	Earth	Effect	None	Insect	3	800	900	0	0	None	None
Cocoon of Evolution	Monster	Earth	Effect	None	Insect	3	0	2000	0	0	None	None
Codarus	Monster	Water	Effect	None	SeaSerpent	4	1400	1200	0	0	None	None
Cold Enchanter	Monster	Water	Effect	None	Aqua	4	1600	1200	0	0	None	None
Colossal Fighter	Monster	Dark	Synchro	Effect	Warrior	8	2800	1000	0	0	None	None
Colossal Fighter/Assault Mode	Monster	Dark	Effect	None	Warrior	10	3300	1500	0	0	None	None
Combo Fighter	Monster	Wind	Effect	None	Warrior	4	1600	800	0	0	None	None
Combo Master	Monster	Wind	Effect	None	Warrior	5	2200	1500	0	0	None	None
Command Knight	Monster	Fire	Effect	None	Warrior	4	1200	1900	0	0	None	None
Commander Covington	Monster	Earth	Effect	None	Machine	4	1000	600	0	0	None	None
Commander Gottoms, Swordmaster	Monster	Earth	Effect	None	BeastWarrior	6	2100	1600	0	0	None	None
Comrade Swordsman of Landstar	Monster	Earth	Effect	Tuner	Warrior	3	500	1200	0	0	None	None
Consecrated Light	Monster	Light	Effect	None	Fairy	1	0	0	0	0	None	None
Copy Plant	Monster	Wind	Effect	Tuner	Plant	1	0	0	0	0	None	None
Copycat	Monster	Light	Effect	None	Spellcaster	1	0	0	0	0	None	None
Corroding Shark	Monster	Dark	Normal	None	Zombie	3	1100	700	0	0	None	None
Cosmic Compass	Monster	Earth	Effect	None	Machine	1	100	300	0	0	None	None
Cosmic Fortress Gol'gar	Monster	Light	Synchro	Effect	Reptile	5	2600	1800	0	0	None	None
Cosmic Horror Gangi'el	Monster	Light	Effect	None	Reptile	7	2600	2000	0	0	None	None
Cosmo Queen	Monster	Dark	Normal	None	Spellcaster	8	2900	2450	0	0	None	None
Counselor Lily	Monster	Earth	Effect	Tuner	Fairy	3	400	1500	0	0	None	None
Crab Turtle	Monster	Water	Ritual	None	Aqua	8	2550	2500	0	0	None	None
Cranium Fish	Monster	Water	Effect	None	Fish	6	2400	1000	0	0	None	None
Crashbug X	Monster	Dark	Effect	None	Fiend	3	0	2000	0	0	None	None
Crashbug Y	Monster	Dark	Effect	None	Fiend	3	1400	1600	0	0	None	None
Crass Clown	Monster	Dark	Effect	None	Fiend	4	1350	1400	0	0	None	None
Crawling Dragon	Monster	Earth	Normal	None	Dragon	5	1600	1400	0	0	None	None
Crawling Dragon #2	Monster	Earth	Normal	None	Dinosaur	4	1600	1200	0	0	None	None
Creation Resonator	Monster	Wind	Effect	Tuner	Fiend	3	800	600	0	0	None	None
Creeping Doom Manta	Monster	Water	Effect	None	Fish	3	1300	1200	0	0	None	None
Creepy Coney	Monster	Earth	Effect	None	Beast	3	1000	1900	0	0	None	None
Crimson Ninja	Monster	Earth	Effect	None	Warrior	1	300	300	0	0	None	None
Crimson Sentry	Monster	Fire	Effect	None	Warrior	4	1500	1200	0	0	None	None
Criosphinx	Monster	Earth	Effect	None	Rock	6	1200	2400	0	0	None	None
Cross Porter	Monster	Dark	Effect	None	Warrior	2	400	400	0	0	None	None
Cross-Sword Beetle	Monster	Wind	Effect	None	Insect	4	1800	1200	0	0	None	None
Crusader of Endymion	Monster	Light	Effect	Gemini	Spellcaster	4	1900	1200	0	0	None	None
Cryomancer of the Ice Barrier	Monster	Water	Effect	Tuner	Aqua	2	1300	0	0	0	None	None
Crystal Beast Amber Mammoth	Monster	Earth	Effect	None	Beast	4	1700	1600	0	0	None	None
Crystal Beast Amethyst Cat	Monster	Earth	Effect	None	Beast	3	1200	400	0	0	None	None
Crystal Beast Cobalt Eagle	Monster	Wind	Effect	None	WingedBeast	4	1400	800	0	0	None	None
Crystal Beast Emerald Tortoise	Monster	Water	Effect	None	Aqua	3	600	2000	0	0	None	None
Crystal Beast Ruby Carbuncle	Monster	Light	Effect	None	Fairy	3	300	300	0	0	None	None
Crystal Beast Sapphire Pegasus	Monster	Wind	Effect	None	Beast	4	1800	1200	0	0	None	None
Crystal Beast Topaz Tiger	Monster	Earth	Effect	None	Beast	4	1600	1000	0	0	None	None
Crystal Seer	Monster	Water	Effect	None	Spellcaster	1	100	100	0	0	None	None
Cu Chulainn the Awakened	Monster	Light	Ritual	Effect	Warrior	4	500	1000	0	0	None	None
Curse of Dragon	Monster	Dark	Normal	None	Dragon	5	2000	1500	0	0	None	None
Curse Fig	Monster	Water	Effect	None	Plant	1	200	200	0	0	None	None
Cyber Archfiend	Monster	Dark	Effect	None	Fiend	4	1000	2000	0	0	None	None
Cyber Barrier Dragon	Monster	Light	Effect	None	Machine	6	800	2800	0	0	None	None
Cyber Blader	Monster	Earth	Fusion	Effect	Warrior	7	2100	800	0	0	None	None
Cyber Dinosaur	Monster	Light	Effect	None	Machine	7	2500	1900	0	0	None	None
Cyber Dragon	Monster	Light	Effect	None	Machine	5	2100	1600	0	0	None	None
Cyber Dragon Zwei	Monster	Light	Effect	None	Machine	4	1500	1000	0	0	None	None
Cyber Eltanin	Monster	Light	Effect	None	Machine	10	0	0	0	0	None	None
Cyber End Dragon	Monster	Light	Fusion	Effect	Machine	10	4000	2800	0	0	None	None
Cyber Esper	Monster	Fire	Effect	None	Machine	4	1200	1800	0	0	None	None
Cyber Falcon	Monster	Wind	Normal	None	Machine	4	1400	1200	0	0	None	None
Cyber Gymnast	Monster	Earth	Effect	None	Warrior	4	800	1800	0	0	None	None
Cyber Harpie Lady	Monster	Wind	Effect	None	WingedBeast	4	1800	1300	0	0	None	None
Cyber Jar	Monster	Dark	Effect	None	Rock	3	900	900	0	0	None	None
Cyber Kirin	Monster	Light	Effect	None	Machine	3	300	800	0	0	None	None
Cyber Larva	Monster	Light	Effect	None	Machine	1	400	600	0	0	None	None
Cyber Laser Dragon	Monster	Light	Effect	None	Machine	7	2400	1800	0	0	None	None
Cyber Ogre	Monster	Earth	Effect	None	Machine	5	1900	1200	0	0	None	None
Cyber Ogre 2	Monster	Earth	Fusion	Effect	Machine	7	2600	1200	0	0	None	None
Cyber Ouroboros	Monster	Dark	Effect	None	Machine	2	100	600	0	0	None	None
Cyber Phoenix	Monster	Fire	Effect	None	Machine	4	1200	1600	0	0	None	None
Cyber Prima	Monster	Light	Effect	None	Warrior	6	2300	1600	0	0	None	None
Cyber Raider	Monster	Dark	Effect	None	Machine	4	1400	1000	0	0	None	None
Cyber Saurus	Monster	Earth	Fusion	None	Machine	5	1800	1400	0	0	None	None
Cyber Shark	Monster	Water	Effect	None	Fish	5	2100	2000	0	0	None	None
Cyber Soldier of Darkworld	Monster	Dark	Normal	None	Machine	4	1400	1200	0	0	None	None
Cyber-Stein	Monster	Dark	Effect	None	Machine	2	700	500	0	0	None	None
Cyber-Tech Alligator	Monster	Wind	Normal	None	Machine	5	2500	1600	0	0	None	None
Cyber Tutu	Monster	Earth	Effect	None	Warrior	3	1000	800	0	0	None	None
Cyber Twin Dragon	Monster	Light	Fusion	Effect	Machine	8	2800	2100	0	0	None	None
Cyber Valley	Monster	Light	Effect	None	Machine	1	0	0	0	0	None	None
Cyberdark Dragon	Monster	Dark	Fusion	Effect	Machine	8	1000	1000	0	0	None	None
Cyberdark Edge	Monster	Dark	Effect	None	Machine	4	800	800	0	0	None	None
Cyberdark Horn	Monster	Dark	Effect	None	Machine	4	800	800	0	0	None	None
Cyberdark Keel	Monster	Dark	Effect	None	Machine	4	800	800	0	0	None	None
Cybernetic Cyclopean	Monster	Earth	Effect	None	BeastWarrior	4	1400	200	0	0	None	None
Cybernetic Magician	Monster	Light	Effect	None	Spellcaster	6	2400	1000	0	0	None	None
Cyborg Doctor	Monster	Earth	Effect	None	Spellcaster	4	1500	1700	0	0	None	None
Cycroid	Monster	Earth	Normal	None	Machine	3	800	1000	0	0	None	None
D-Boyz	Monster	Dark	Effect	None	Fiend	1	100	1000	0	0	None	None
D. Human	Monster	Earth	Normal	None	Warrior	4	1300	1100	0	0	None	None
D.3.S. Frog	Monster	Water	Fusion	Effect	Aqua	8	2500	2000	0	0	None	None
Dai-sojo of the Ice Barrier	Monster	Water	Effect	None	Spellcaster	6	1600	2200	0	0	None	None
Daigusto Eguls	Monster	Wind	Synchro	Effect	Psychic	7	2600	1800	0	0	None	None
Daigusto Gulldos	Monster	Wind	Synchro	Effect	Psychic	5	2200	800	0	0	None	None
Damage Eater	Monster	Dark	Effect	None	Fiend	2	100	800	0	0	None	None
Dance Princess of the Ice Barrier	Monster	Water	Effect	None	Spellcaster	4	1700	900	0	0	None	None
Dancing Elf	Monster	Wind	Normal	None	Fairy	1	300	200	0	0	None	None
Dancing Fairy	Monster	Wind	Effect	None	Fairy	4	1700	1000	0	0	None	None
Dandylion	Monster	Earth	Effect	None	Plant	3	300	300	0	0	None	None
Dark Armed Dragon	Monster	Dark	Effect	None	Dragon	7	2800	1000	0	0	None	None
Dark Assailant	Monster	Dark	Normal	None	Zombie	4	1200	1200	0	0	None	None
Dark Balter the Terrible	Monster	Dark	Fusion	Effect	Fiend	5	2000	1200	0	0	None	None
Dark Bat	Monster	Wind	Normal	None	WingedBeast	3	1000	1000	0	0	None	None
Dark Blade	Monster	Dark	Normal	None	Warrior	4	1800	1500	0	0	None	None
Dark Blade the Dragon Knight	Monster	Dark	Fusion	Effect	Warrior	6	2200	1500	0	0	None	None
Dark Bug	Monster	Earth	Effect	None	Insect	1	100	100	0	0	None	None
Dark Catapulter	Monster	Earth	Effect	None	Machine	4	1000	1500	0	0	None	None
Dark Cat with White Tail	Monster	Earth	Effect	None	Beast	2	800	500	0	0	None	None
Dark Crusader	Monster	Dark	Effect	None	Warrior	4	1600	200	0	0	None	None
Dark Desertapir	Monster	Earth	Effect	None	Beast	2	1100	300	0	0	None	None
Dark Driceratops	Monster	Earth	Effect	None	Dinosaur	6	2400	1500	0	0	None	None
Dark Dust Spirit	Monster	Earth	Effect	Spirit	Zombie	6	2200	1800	0	0	None	None
Dark Effigy	Monster	Dark	Effect	None	Fiend	4	1500	0	0	0	None	None
Dark Elf	Monster	Dark	Effect	None	Spellcaster	4	2000	800	0	0	None	None
Dark End Dragon	Monster	Dark	Synchro	Effect	Dragon	8	2600	2100	0	0	None	None
Dark Eradicator Warlock	Monster	Dark	Effect	None	Spellcaster	7	2500	2100	0	0	None	None
Dark Flare Knight	Monster	Dark	Fusion	Effect	Warrior	6	2200	800	0	0	None	None
Dark General Freed	Monster	Dark	Effect	None	Warrior	5	2300	1700	0	0	None	None
Dark Gray	Monster	Earth	Normal	None	Beast	3	800	900	0	0	None	None
Dark Grepher	Monster	Dark	Effect	None	Warrior	4	1700	1600	0	0	None	None
Dark Highlander	Monster	Dark	Synchro	Effect	Fiend	7	2800	2300	0	0	None	None
Dark Horus	Monster	Dark	Effect	None	Dragon	8	3000	1800	0	0	None	None
Dark Hunter	Monster	Dark	Effect	None	Fiend	4	1600	400	0	0	None	None
Dark Jeroid	Monster	Dark	Effect	None	Fiend	4	1200	1500	0	0	None	None
Dark King of the Abyss	Monster	Dark	Normal	None	Fiend	3	1200	800	0	0	None	None
Dark Lucius LV4	Monster	Earth	Effect	None	Fiend	4	1000	300	0	0	None	None
Dark Lucius LV6	Monster	Earth	Effect	None	Fiend	6	1700	600	0	0	None	None
Dark Lucius LV8	Monster	Earth	Effect	None	Fiend	8	2800	900	0	0	None	None
Dark Magician	Monster	Dark	Normal	None	Spellcaster	7	2500	2100	0	0	None	None
Dark Magician Girl	Monster	Dark	Effect	None	Spellcaster	6	2000	1700	0	0	None	None
Dark Magician Knight	Monster	Dark	Effect	None	Warrior	7	2500	2100	0	0	None	None
Dark Magician of Chaos	Monster	Dark	Effect	None	Spellcaster	8	2800	2600	0	0	None	None
Dark Master - Zorc	Monster	Dark	Ritual	Effect	Fiend	8	2700	1500	0	0	None	None
Dark Mimic LV1	Monster	Dark	Effect	None	Fiend	1	100	1000	0	0	None	None
Dark Mimic LV3	Monster	Dark	Effect	None	Fiend	3	1000	1000	0	0	None	None
Dark Necrofear	Monster	Dark	Effect	None	Fiend	8	2200	2800	0	0	None	None
Dark Nephthys	Monster	Dark	Effect	None	WingedBeast	8	2400	1600	0	0	None	None
Dark Paladin	Monster	Dark	Fusion	Effect	Spellcaster	8	2900	2400	0	0	None	None
Dark Rabbit	Monster	Dark	Normal	None	Beast	4	1100	1500	0	0	None	None
Dark Red Enchanter	Monster	Dark	Effect	None	Spellcaster	6	1700	2200	0	0	None	None
Dark Resonator	Monster	Dark	Effect	Tuner	Fiend	3	1300	300	0	0	None	None
Dark Ruler Ha Des	Monster	Dark	Effect	None	Fiend	6	2450	1600	0	0	None	None
Dark Sage	Monster	Dark	Effect	None	Spellcaster	9	2800	3200	0	0	None	None
Dark Scorpion Burglars	Monster	Dark	Effect	None	Warrior	4	1000	1000	0	0	None	None
Dark Scorpion - Chick the Yellow	Monster	Dark	Effect	None	Warrior	3	1000	1000	0	0	None	None
Dark Scorpion - Gorg the Strong	Monster	Dark	Effect	None	Warrior	5	1800	1500	0	0	None	None
